0,1,2,3,4,5,6,7,8,9,10
whipped/sour cream,sweet spreads,,,,,,,,,
hamburger meat,butter,,,,,,,,,
root vegetables,dessert,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
candy,tropical fruit,rolls/buns,,,,,,,,
whole milk,shopping bags,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
flour,chocolate marshmallow,,,,,,,,,
curd,butter,,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
soda,rolls/buns,,,,,,,,,
citrus fruit,syrup,,,,,,,,,
whole milk,canned beer,cat food,,,,,,,,
curd,zwieback,,,,,,,,,
frozen vegetables,canned beer,brown bread,soda,,,,,,,
root vegetables,pip fruit,,,,,,,,,
frozen vegetables,frozen vegetables,,,,,,,,,
rolls/buns,semi-finished bread,fruit/vegetable juice,,,,,,,,
beverages,other vegetables,,,,,,,,,
coffee,white bread,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
dessert,curd,,,,,,,,,
shopping bags,rubbing alcohol,,,,,,,,,
sausage,whole milk,misc. beverages,specialty bar,soda,,,,,,
whole milk,waffles,,,,,,,,,
finished products,butter milk,fruit/vegetable juice,brown bread,pot plants,,,,,,
other vegetables,salty snack,syrup,newspapers,oil,,,,,,
canned beer,newspapers,newspapers,,,,,,,,
sausage,other vegetables,mayonnaise,seasonal products,,,,,,,
whole milk,margarine,,,,,,,,,
brown bread,processed cheese,,,,,,,,,
citrus fruit,newspapers,,,,,,,,,
rolls/buns,pork,pastry,other vegetables,soda,pot plants,newspapers,,,,
tropical fruit,tropical fruit,,,,,,,,,
tropical fruit,mustard,,,,,,,,,
soda,grapes,,,,,,,,,
curd cheese,UHT-milk,,,,,,,,,
dessert,soft cheese,shopping bags,,,,,,,,
pork,sugar,,,,,,,,,
citrus fruit,pork,other vegetables,yogurt,,,,,,,
salt,oil,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
bottled beer,soda,candy,,,,,,,,
brown bread,yogurt,,,,,,,,,
brown bread,domestic eggs,,,,,,,,,
pastry,brown bread,,,,,,,,,
ham,white bread,,,,,,,,,
tropical fruit,chicken,sausage,organic sausage,other vegetables,whipped/sour cream,other vegetables,butter milk,,,
yogurt,yogurt,,,,,,,,,
canned vegetables,popcorn,,,,,,,,,
sausage,citrus fruit,,,,,,,,,
other vegetables,cream cheese ,,,,,,,,,
soda,newspapers,,,,,,,,,
frankfurter,whipped/sour cream,bottled water,,,,,,,,
tropical fruit,red/blush wine,,,,,,,,,
yogurt,citrus fruit,,,,,,,,,
napkins,photo/film,,,,,,,,,
bottled beer,rolls/buns,,,,,,,,,
whole milk,frozen dessert,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
other vegetables,cream cheese ,,,,,,,,,
frozen meals,chocolate,,,,,,,,,
root vegetables,butter,,,,,,,,,
pip fruit,snack products,,,,,,,,,
tidbits,cream cheese ,,,,,,,,,
sausage,yogurt,,,,,,,,,
whole milk,pork,,,,,,,,,
other vegetables,chewing gum,,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
soda,yogurt,,,,,,,,,
whipped/sour cream,yogurt,processed cheese,rolls/buns,,,,,,,
root vegetables,canned beer,dessert,chewing gum,,,,,,,
whipped/sour cream,detergent,,,,,,,,,
yogurt,pot plants,,,,,,,,,
flour,cream cheese ,,,,,,,,,
mayonnaise,instant coffee,,,,,,,,,
domestic eggs,bottled water,kitchen towels,,,,,,,,
butter milk,waffles,,,,,,,,,
bottled water,cream cheese ,,,,,,,,,
grapes,rolls/buns,,,,,,,,,
semi-finished bread,nuts/prunes,butter,ice cream,,,,,,,
bottled water,curd,,,,,,,,,
beef,chicken,butter milk,canned beer,processed cheese,shopping bags,,,,,
pip fruit,soda,,,,,,,,,
curd,root vegetables,dish cleaner,,,,,,,,
fruit/vegetable juice,packaged fruit/vegetables,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
other vegetables,curd,,,,,,,,,
liquor,butter milk,,,,,,,,,
meat,specialty cheese,,,,,,,,,
bottled beer,newspapers,,,,,,,,,
canned beer,whole milk,,,,,,,,,
chocolate marshmallow,soda,,,,,,,,,
sugar,whipped/sour cream,,,,,,,,,
pork,yogurt,,,,,,,,,
whipped/sour cream,other vegetables,,,,,,,,,
coffee,yogurt,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
pip fruit,other vegetables,bottled water,,,,,,,,
whole milk,dessert,,,,,,,,,
beef,bottled water,bottled water,,,,,,,,
house keeping products,fruit/vegetable juice,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
sausage,misc. beverages,,,,,,,,,
whole milk,specialty chocolate,,,,,,,,,
photo/film,whole milk,,,,,,,,,
ice cream,candy,canned beer,,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
misc. beverages,liquor (appetizer),,,,,,,,,
other vegetables,margarine,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
bottled beer,sugar,popcorn,,,,,,,,
other vegetables,whole milk,,,,,,,,,
pork,candy,yogurt,,,,,,,,
roll products ,toilet cleaner,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
frozen vegetables,bottled beer,soda,rolls/buns,,,,,,,
other vegetables,cream cheese ,,,,,,,,,
root vegetables,bottled beer,,,,,,,,,
berries,other vegetables,fruit/vegetable juice,,,,,,,,
jam,house keeping products,,,,,,,,,
berries,frankfurter,beef,brown bread,,,,,,,
chicken,oil,chocolate,candy,,,,,,,
sausage,house keeping products,,,,,,,,,
misc. beverages,chocolate,,,,,,,,,
waffles,yogurt,,,,,,,,,
pip fruit,butter,,,,,,,,,
other vegetables,frozen fish,,,,,,,,,
napkins,bottled beer,,,,,,,,,
canned beer,yogurt,,,,,,,,,
whole milk,male cosmetics,,,,,,,,,
root vegetables,bottled water,whipped/sour cream,,,,,,,,
yogurt,other vegetables,fruit/vegetable juice,,,,,,,,
rolls/buns,hard cheese,,,,,,,,,
yogurt,white wine,,,,,,,,,
artif. sweetener,bottled water,butter milk,butter,soda,,,,,,
frankfurter,yogurt,,,,,,,,,
frozen meals,canned vegetables,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
chocolate,white wine,,,,,,,,,
sausage,root vegetables,bottled beer,,,,,,,,
whipped/sour cream,cream cheese ,,,,,,,,,
specialty cheese,other vegetables,,,,,,,,,
soda,seasonal products,,,,,,,,,
meat,yogurt,,,,,,,,,
meat,house keeping products,,,,,,,,,
curd,whole milk,red/blush wine,,,,,,,,
frankfurter,pastry,,,,,,,,,
whipped/sour cream,white bread,,,,,,,,,
brown bread,brown bread,,,,,,,,,
salty snack,pastry,oil,,,,,,,,
vinegar,newspapers,brown bread,,,,,,,,
canned beer,root vegetables,,,,,,,,,
rolls/buns,tropical fruit,root vegetables,condensed milk,,,,,,,
napkins,dessert,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
ice cream,margarine,sliced cheese,pastry,,,,,,,
hamburger meat,pastry,brown bread,,,,,,,,
canned beer,canned beer,,,,,,,,,
newspapers,cookware,,,,,,,,,
pastry,bottled beer,,,,,,,,,
curd cheese,mustard,bottled water,,,,,,,,
chicken,white bread,,,,,,,,,
beef,bottled water,,,,,,,,,
coffee,hamburger meat,,,,,,,,,
yogurt,frozen meals,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
brown bread,rolls/buns,,,,,,,,,
UHT-milk,rolls/buns,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
bottled water,brown bread,,,,,,,,,
pip fruit,curd,coffee,rolls/buns,,,,,,,
dessert,pickled vegetables,cat food,,,,,,,,
soft cheese,whipped/sour cream,,,,,,,,,
long life bakery product,rolls/buns,UHT-milk,bottled water,,,,,,,
fruit/vegetable juice,candy,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
bottled water,cream cheese ,pip fruit,hygiene articles,,,,,,,
frozen meals,domestic eggs,domestic eggs,,,,,,,,
butter,rolls/buns,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
whole milk,dish cleaner,,,,,,,,,
red/blush wine,curd,,,,,,,,,
sausage,pip fruit,,,,,,,,,
beverages,shopping bags,,,,,,,,,
rolls/buns,tidbits,margarine,,,,,,,,
meat,ice cream,,,,,,,,,
sausage,bottled beer,bottled water,,,,,,,,
frankfurter,berries,tropical fruit,rolls/buns,,,,,,,
specialty bar,canned beer,white bread,newspapers,,,,,,,
pip fruit,other vegetables,,,,,,,,,
root vegetables,pastry,candles,,,,,,,,
detergent,salty snack,,,,,,,,,
tropical fruit,pot plants,shopping bags,sugar,,,,,,,
rolls/buns,butter milk,fruit/vegetable juice,,,,,,,,
rolls/buns,whole milk,other vegetables,,,,,,,,
pastry,specialty cheese,soap,rolls/buns,,,,,,,
packaged fruit/vegetables,yogurt,,,,,,,,,
margarine,bottled water,,,,,,,,,
salty snack,pip fruit,chicken,rolls/buns,red/blush wine,,,,,,
cat food,napkins,fruit/vegetable juice,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
whole milk,frankfurter,whole milk,curd,canned vegetables,,,,,,
pip fruit,rolls/buns,,,,,,,,,
whole milk,newspapers,,,,,,,,,
pip fruit,hard cheese,,,,,,,,,
pork,cream cheese ,UHT-milk,,,,,,,,
whole milk,other vegetables,soda,long life bakery product,,,,,,,
chocolate,frozen meals,,,,,,,,,
citrus fruit,beef,,,,,,,,,
rolls/buns,baby cosmetics,,,,,,,,,
red/blush wine,sugar,,,,,,,,,
rolls/buns,other vegetables,newspapers,,,,,,,,
sausage,other vegetables,other vegetables,butter milk,,,,,,,
whole milk,dog food,pastry,,,,,,,,
soda,brown bread,,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
whipped/sour cream,salty snack,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
whipped/sour cream,fruit/vegetable juice,,,,,,,,,
whole milk,berries,canned beer,sausage,chicken,canned beer,zwieback,beverages,,,
dessert,citrus fruit,,,,,,,,,
whole milk,cream cheese ,semi-finished bread,,,,,,,,
chicken,chocolate,,,,,,,,,
hard cheese,sugar,bottled water,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
condensed milk,fruit/vegetable juice,white wine,specialty fat,,,,,,,
other vegetables,shopping bags,,,,,,,,,
root vegetables,bottled water,,,,,,,,,
bottled beer,ice cream,,,,,,,,,
soda,other vegetables,dishes,,,,,,,,
cream cheese ,newspapers,,,,,,,,,
canned beer,ice cream,newspapers,pastry,bottled beer,,,,,,
yogurt,yogurt,,,,,,,,,
other vegetables,pasta,whole milk,,,,,,,,
sausage,processed cheese,,,,,,,,,
whole milk,fish,other vegetables,soda,,,,,,,
hamburger meat,cat food,,,,,,,,,
canned beer,long life bakery product,rolls/buns,,,,,,,,
pork,pickled vegetables,,,,,,,,,
root vegetables,fruit/vegetable juice,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
citrus fruit,soda,,,,,,,,,
whole milk,bottled water,,,,,,,,,
root vegetables,processed cheese,,,,,,,,,
meat,pip fruit,,,,,,,,,
pork,bottled beer,flour,,,,,,,,
bottled beer,bottled water,whipped/sour cream,sugar,,,,,,,
sausage,brown bread,,,,,,,,,
pip fruit,other vegetables,hard cheese,sausage,rolls/buns,pip fruit,grapes,other vegetables,,,
pork,packaged fruit/vegetables,chocolate,,,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
beverages,domestic eggs,,,,,,,,,
newspapers,tropical fruit,,,,,,,,,
sugar,skin care,,,,,,,,,
frankfurter,chocolate,,,,,,,,,
bottled beer,whole milk,tropical fruit,whole milk,hygiene articles,pot plants,soda,,,,
brown bread,frozen vegetables,,,,,,,,,
tropical fruit,curd,chocolate,,,,,,,,
cream cheese ,rolls/buns,,,,,,,,,
hamburger meat,yogurt,curd cheese,frozen meals,mustard,soda,white wine,butter,,,
whole milk,butter,,,,,,,,,
beverages,yogurt,,,,,,,,,
pork,brown bread,,,,,,,,,
other vegetables,canned beer,,,,,,,,,
whole milk,dishes,,,,,,,,,
canned beer,specialty chocolate,,,,,,,,,
hamburger meat,newspapers,,,,,,,,,
canned beer,whole milk,,,,,,,,,
pet care,mustard,,,,,,,,,
packaged fruit/vegetables,house keeping products,,,,,,,,,
bottled water,hygiene articles,,,,,,,,,
citrus fruit,bottled water,white wine,rolls/buns,,,,,,,
curd,newspapers,,,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
candy,domestic eggs,,,,,,,,,
root vegetables,brown bread,,,,,,,,,
other vegetables,beef,tropical fruit,root vegetables,shopping bags,,,,,,
tropical fruit,soda,rolls/buns,,,,,,,,
ham,frozen meals,,,,,,,,,
soda,napkins,,,,,,,,,
pip fruit,sausage,pip fruit,shopping bags,,,,,,,
whole milk,rolls/buns,,,,,,,,,
sausage,whole milk,rolls/buns,,,,,,,,
margarine,soda,,,,,,,,,
newspapers,frozen meals,,,,,,,,,
specialty chocolate,liquor,,,,,,,,,
soda,berries,,,,,,,,,
ice cream,bottled beer,brown bread,,,,,,,,
sausage,whole milk,,,,,,,,,
sausage,whole milk,pastry,whole milk,,,,,,,
rolls/buns,soda,snack products,long life bakery product,,,,,,,
rolls/buns,tropical fruit,coffee,chocolate,,,,,,,
beverages,newspapers,newspapers,pastry,,,,,,,
canned beer,misc. beverages,liqueur,,,,,,,,
whipped/sour cream,curd,shopping bags,,,,,,,,
pork,root vegetables,shopping bags,,,,,,,,
tropical fruit,whole milk,margarine,bottled beer,,,,,,,
curd,whole milk,,,,,,,,,
whole milk,pip fruit,detergent,,,,,,,,
sausage,chicken,canned beer,pip fruit,,,,,,,
canned beer,salty snack,soda,,,,,,,,
butter,softener,,,,,,,,,
bottled water,salty snack,brown bread,,,,,,,,
beef,ice cream,rolls/buns,pip fruit,whole milk,fruit/vegetable juice,UHT-milk,,,,
butter,beef,,,,,,,,,
tropical fruit,detergent,rolls/buns,coffee,,,,,,,
pork,tropical fruit,,,,,,,,,
candy,domestic eggs,,,,,,,,,
whipped/sour cream,root vegetables,baking powder,,,,,,,,
meat,sausage,other vegetables,shopping bags,,,,,,,
tropical fruit,yogurt,,,,,,,,,
pip fruit,specialty chocolate,liquor (appetizer),soda,,,,,,,
bottled beer,yogurt,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
domestic eggs,specialty bar,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
bottled beer,jam,male cosmetics,dessert,,,,,,,
red/blush wine,yogurt,,,,,,,,,
newspapers,specialty vegetables,,,,,,,,,
tropical fruit,soda,oil,,,,,,,,
finished products,other vegetables,,,,,,,,,
bottled beer,hygiene articles,,,,,,,,,
sausage,ice cream,,,,,,,,,
whipped/sour cream,chocolate,,,,,,,,,
pip fruit,long life bakery product,,,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
sausage,UHT-milk,,,,,,,,,
sausage,curd cheese,,,,,,,,,
domestic eggs,canned beer,bottled water,waffles,,,,,,,
root vegetables,soda,waffles,,,,,,,,
citrus fruit,beef,,,,,,,,,
butter,whipped/sour cream,,,,,,,,,
hamburger meat,pasta,,,,,,,,,
root vegetables,hygiene articles,soda,,,,,,,,
whole milk,whole milk,,,,,,,,,
sausage,root vegetables,,,,,,,,,
instant coffee,processed cheese,,,,,,,,,
misc. beverages,artif. sweetener,newspapers,fruit/vegetable juice,,,,,,,
hamburger meat,sausage,tropical fruit,other vegetables,white bread,bottled water,spread cheese,sugar,,,
beverages,whole milk,semi-finished bread,domestic eggs,,,,,,,
ham,whole milk,pastry,herbs,herbs,newspapers,chewing gum,whole milk,,,
whole milk,chocolate,,,,,,,,,
newspapers,frozen dessert,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
specialty bar,yogurt,,,,,,,,,
whole milk,salty snack,shopping bags,,,,,,,,
sausage,pip fruit,,,,,,,,,
white bread,liquor (appetizer),shopping bags,,,,,,,,
frankfurter,whole milk,whole milk,,,,,,,,
bottled beer,whole milk,,,,,,,,,
yogurt,pasta,,,,,,,,,
rolls/buns,abrasive cleaner,,,,,,,,,
citrus fruit,yogurt,UHT-milk,,,,,,,,
beef,rum,brown bread,,,,,,,,
yogurt,pastry,,,,,,,,,
butter,berries,cereals,,,,,,,,
soda,curd,rolls/buns,,,,,,,,
sugar,popcorn,baking powder,,,,,,,,
pork,bottled water,,,,,,,,,
frankfurter,processed cheese,,,,,,,,,
pork,specialty chocolate,,,,,,,,,
grapes,rolls/buns,,,,,,,,,
pip fruit,long life bakery product,,,,,,,,,
other vegetables,other vegetables,whole milk,,,,,,,,
misc. beverages,pork,domestic eggs,sparkling wine,whipped/sour cream,semi-finished bread,,,,,
pip fruit,curd,specialty bar,beverages,sausage,soft cheese,rolls/buns,yogurt,other vegetables,curd,newspapers
butter,mayonnaise,,,,,,,,,
pork,cream cheese ,,,,,,,,,
chewing gum,newspapers,newspapers,,,,,,,,
liqueur,whole milk,,,,,,,,,
shopping bags,white wine,,,,,,,,,
soda,liquor,,,,,,,,,
nut snack,whole milk,,,,,,,,,
whole milk,sauces,,,,,,,,,
sausage,pork,,,,,,,,,
canned beer,coffee,,,,,,,,,
liver loaf,fruit/vegetable juice,,,,,,,,,
citrus fruit,butter,chocolate,,,,,,,,
brown bread,UHT-milk,beef,red/blush wine,brown bread,rolls/buns,pickled vegetables,,,,
rolls/buns,canned beer,,,,,,,,,
pip fruit,whole milk,brown bread,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
other vegetables,rolls/buns,whole milk,margarine,,,,,,,
domestic eggs,soda,,,,,,,,,
citrus fruit,baking powder,,,,,,,,,
sausage,sugar,yogurt,,,,,,,,
pet care,chocolate,,,,,,,,,
whipped/sour cream,coffee,shopping bags,,,,,,,,
bottled beer,whipped/sour cream,,,,,,,,,
meat,pip fruit,,,,,,,,,
ice cream,UHT-milk,,,,,,,,,
soda,dessert,,,,,,,,,
ice cream,root vegetables,,,,,,,,,
chicken,shopping bags,other vegetables,whole milk,,,,,,,
salt,seasonal products,,,,,,,,,
sausage,grapes,berries,curd,,,,,,,
canned beer,brown bread,,,,,,,,,
napkins,fruit/vegetable juice,,,,,,,,,
other vegetables,shopping bags,frozen vegetables,shopping bags,,,,,,,
sliced cheese,pasta,,,,,,,,,
chewing gum,instant coffee,,,,,,,,,
other vegetables,canned beer,shopping bags,,,,,,,,
whole milk,sliced cheese,,,,,,,,,
frankfurter,other vegetables,cream cheese ,,,,,,,,
pastry,other vegetables,,,,,,,,,
soda,beef,soda,margarine,,,,,,,
other vegetables,pork,newspapers,,,,,,,,
hard cheese,curd,,,,,,,,,
whipped/sour cream,bottled beer,fruit/vegetable juice,margarine,,,,,,,
liver loaf,newspapers,white wine,,,,,,,,
bottled water,pastry,,,,,,,,,
red/blush wine,sausage,soda,whole milk,rolls/buns,,,,,,
onions,sauces,,,,,,,,,
bottled beer,rolls/buns,other vegetables,,,,,,,,
other vegetables,chocolate,,,,,,,,,
cake bar,shopping bags,,,,,,,,,
tropical fruit,domestic eggs,chocolate,,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
other vegetables,organic sausage,cling film/bags,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
citrus fruit,grapes,,,,,,,,,
canned beer,yogurt,coffee,,,,,,,,
other vegetables,root vegetables,pastry,margarine,,,,,,,
whole milk,oil,,,,,,,,,
ham,processed cheese,,,,,,,,,
frozen meals,whole milk,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
newspapers,hard cheese,,,,,,,,,
sausage,whole milk,detergent,rolls/buns,,,,,,,
root vegetables,citrus fruit,,,,,,,,,
rolls/buns,seasonal products,,,,,,,,,
frankfurter,citrus fruit,newspapers,,,,,,,,
beef,root vegetables,,,,,,,,,
tropical fruit,candy,,,,,,,,,
brown bread,coffee,,,,,,,,,
cream cheese ,yogurt,,,,,,,,,
pet care,mustard,,,,,,,,,
pip fruit,fruit/vegetable juice,,,,,,,,,
soda,pastry,,,,,,,,,
canned beer,whole milk,,,,,,,,,
pork,semi-finished bread,,,,,,,,,
butter,baking powder,brown bread,,,,,,,,
white bread,butter,,,,,,,,,
butter,dog food,,,,,,,,,
UHT-milk,root vegetables,rolls/buns,rolls/buns,spread cheese,misc. beverages,sugar,,,,
whole milk,yogurt,,,,,,,,,
soda,frozen meals,bottled beer,,,,,,,,
beef,whole milk,,,,,,,,,
chewing gum,misc. beverages,,,,,,,,,
oil,whipped/sour cream,specialty cheese,soda,beverages,,,,,,
citrus fruit,bottled beer,,,,,,,,,
citrus fruit,canned beer,flour,,,,,,,,
hamburger meat,dessert,newspapers,,,,,,,,
yogurt,pip fruit,,,,,,,,,
sausage,rolls/buns,misc. beverages,processed cheese,,,,,,,
rolls/buns,cat food,beverages,,,,,,,,
grapes,long life bakery product,,,,,,,,,
chicken,specialty bar,newspapers,liquor,,,,,,,
frozen vegetables,tropical fruit,,,,,,,,,
chocolate,curd,shopping bags,,,,,,,,
rolls/buns,margarine,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
misc. beverages,waffles,bottled beer,,,,,,,,
whole milk,fruit/vegetable juice,shopping bags,shopping bags,,,,,,,
cream cheese ,shopping bags,shopping bags,,,,,,,,
beverages,yogurt,,,,,,,,,
other vegetables,salty snack,,,,,,,,,
soda,beverages,,,,,,,,,
bottled water,sugar,,,,,,,,,
meat,other vegetables,zwieback,,,,,,,,
frankfurter,margarine,,,,,,,,,
fruit/vegetable juice,bottled water,,,,,,,,,
misc. beverages,onions,,,,,,,,,
citrus fruit,soda,,,,,,,,,
pork,citrus fruit,chocolate marshmallow,white bread,whipped/sour cream,,,,,,
misc. beverages,soft cheese,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
whole milk,yogurt,,,,,,,,,
pip fruit,popcorn,rolls/buns,bottled water,,,,,,,
cream cheese ,yogurt,newspapers,detergent,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
fruit/vegetable juice,soda,,,,,,,,,
other vegetables,frozen meals,,,,,,,,,
other vegetables,chocolate,,,,,,,,,
beverages,yogurt,,,,,,,,,
domestic eggs,rolls/buns,,,,,,,,,
cream cheese ,chocolate marshmallow,spread cheese,pastry,,,,,,,
pip fruit,root vegetables,,,,,,,,,
coffee,domestic eggs,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
shopping bags,domestic eggs,,,,,,,,,
beef,bottled water,,,,,,,,,
shopping bags,rolls/buns,,,,,,,,,
beef,bottled beer,,,,,,,,,
rolls/buns,salty snack,salty snack,,,,,,,,
sugar,butter,,,,,,,,,
salty snack,soups,,,,,,,,,
sugar,canned vegetables,,,,,,,,,
coffee,liquor,,,,,,,,,
bottled water,whipped/sour cream,,,,,,,,,
misc. beverages,rolls/buns,,,,,,,,,
root vegetables,citrus fruit,,,,,,,,,
UHT-milk,candles,,,,,,,,,
other vegetables,beverages,margarine,,,,,,,,
whole milk,sugar,,,,,,,,,
pastry,curd,,,,,,,,,
soda,snack products,,,,,,,,,
berries,whipped/sour cream,,,,,,,,,
whole milk,tropical fruit,liquor (appetizer),soda,,,,,,,
soda,bottled beer,,,,,,,,,
canned beer,misc. beverages,,,,,,,,,
brown bread,tropical fruit,sugar,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
onions,root vegetables,domestic eggs,chocolate,,,,,,,
butter,condensed milk,,,,,,,,,
pip fruit,other vegetables,whole milk,whipped/sour cream,,,,,,,
frankfurter,other vegetables,,,,,,,,,
condensed milk,other vegetables,,,,,,,,,
chocolate,root vegetables,,,,,,,,,
herbs,white bread,,,,,,,,,
citrus fruit,shopping bags,shopping bags,,,,,,,,
soda,shopping bags,other vegetables,rolls/buns,,,,,,,
whole milk,yogurt,,,,,,,,,
pastry,soda,,,,,,,,,
whole milk,pastry,salty snack,,,,,,,,
pork,napkins,,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
sausage,soda,,,,,,,,,
rolls/buns,potato products,,,,,,,,,
citrus fruit,coffee,,,,,,,,,
canned beer,chocolate marshmallow,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
rolls/buns,canned fish,chocolate,,,,,,,,
pip fruit,canned beer,,,,,,,,,
pastry,sliced cheese,fruit/vegetable juice,,,,,,,,
potato products,waffles,newspapers,,,,,,,,
pip fruit,newspapers,root vegetables,,,,,,,,
sausage,dessert,,,,,,,,,
dessert,condensed milk,rolls/buns,shopping bags,,,,,,,
candy,soda,,,,,,,,,
frankfurter,shopping bags,,,,,,,,,
ice cream,herbs,,,,,,,,,
other vegetables,pork,,,,,,,,,
newspapers,butter,,,,,,,,,
bottled beer,chicken,baking powder,curd,,,,,,,
rolls/buns,sausage,whole milk,nuts/prunes,,,,,,,
other vegetables,chocolate marshmallow,,,,,,,,,
